episode,total_steps,ep_len,norm_ret,mean_loss,episode_status
566,444602,800,0.437906,0.376819,0
567,445402,800,0.473147,0.396272,0
568,446202,800,0.529138,0.396540,0
569,447002,800,0.424102,0.391541,0
570,447802,800,0.515491,0.393910,0
571,448602,800,0.480364,0.388121,0
572,449402,800,0.503983,0.394406,0
573,450202,800,0.409318,0.390398,0
574,451002,800,0.490375,0.389375,0
575,451802,800,0.516420,0.377724,0
576,452602,800,0.460111,0.397579,0
577,453402,800,0.499815,0.391945,0
578,454202,800,0.512198,0.393243,0
579,455002,800,0.476080,0.393300,0
580,455802,800,0.372206,0.384218,0
581,456602,800,0.410882,0.385596,0
582,457402,800,0.435097,0.401834,0
583,458202,800,0.495182,0.396110,0
584,459002,800,0.466862,0.390351,0
585,459802,800,0.495611,0.398023,0
586,460602,800,0.437398,0.389445,0
587,461402,800,0.412184,0.389560,0
588,462202,800,0.414310,0.388009,0
589,463002,800,0.432911,0.401213,0
590,463802,800,0.380365,0.388927,0
591,464602,800,0.535209,0.391226,0
592,465402,800,0.490577,0.393215,0
593,466202,800,0.477734,0.394937,0
594,467002,800,0.478251,0.391629,0
595,467802,800,0.499096,0.396360,0
596,468602,800,0.531134,0.391872,0
597,469402,800,0.470002,0.384407,0
598,470202,800,0.451199,0.393704,0
599,471002,800,0.457511,0.390507,0
600,471802,800,0.536495,0.382254,0
601,472602,800,0.506751,0.368619,0
602,473402,800,0.430421,0.345856,0
603,474202,800,0.513025,0.334762,0
604,475002,800,0.469624,0.338415,0
605,475314,312,-0.739959,0.338224,1
606,476114,800,0.473280,0.342473,0
607,476914,800,0.501561,0.324928,0
608,477714,800,0.483004,0.324279,0
609,478514,800,0.514359,0.334409,0
610,479314,800,0.403520,0.328111,0
611,480114,800,0.526037,0.335791,0
612,480914,800,0.470953,0.330064,0
613,481714,800,0.465776,0.327480,0
614,482514,800,0.546586,0.332165,0
615,483314,800,0.464108,0.329605,0
616,484114,800,0.443050,0.333178,0
617,484914,800,0.534364,0.323613,0
618,485714,800,0.473477,0.328169,0
619,486514,800,0.526084,0.322771,0
620,487314,800,0.487877,0.327075,0
621,488114,800,0.494391,0.322699,0
622,488914,800,0.491154,0.315927,0
623,489714,800,0.422112,0.324771,0
624,490514,800,0.495907,0.322015,0
625,491314,800,0.427371,0.318906,0
626,492114,800,0.417022,0.325790,0
627,492914,800,0.296812,0.331110,0
628,493714,800,-0.274602,0.335600,0
629,494514,800,0.482702,0.325269,0
630,495314,800,0.467659,0.327044,0
631,496114,800,0.416352,0.328268,0
632,496914,800,0.433153,0.330815,0
633,497714,800,0.449333,0.326640,0
634,498514,800,0.517575,0.333029,0
635,499314,800,0.504546,0.326793,0
636,500114,800,0.459509,0.320768,0
